chapter,div_nos,div_name,code,descrip,year_add,year_del,mc_only
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F52.3,Orgasmic dysfunction,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F52.4,Premature ejaculation,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F52.5,Nonorganic vaginismus,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F52.6,Nonorganic dyspareunia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F52.7,Excessive sexual drive,1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F52.8,"""Other sexual dysfunction, not caused by organic disorder or disease""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F52.9,"""Unspecified sexual dysfunction, not caused by organic disorder or disease""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F53.0,"""Mild mental and behavioral disorders associated with the puerperium, not elsewhere classified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F53.1,"""Severe mental and behavioral disorders associated with the puerperium, not elsewhere classified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F53.8,"""Other mental and behavioral disorders associated with the puerperium, not elsewhere classified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F50-F59,Behavioral syndromes associated with physiological disturbances and physical factors,F53.9,"""Puerperal mental disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F60.0,Paranoid personality disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F60.1,Schizoid personality disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F60.2,Dissocial personality disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F60.3,Emotionally unstable personality disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F60.4,Histrionic personality disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F60.5,Anankastic personality disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F60.6,Anxious [avoidant] personality disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F60.7,Dependent personality disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F60.8,Other specific personality disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F60.9,"""Personality disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F62.0,Enduring personality change after catastrophic experience,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F62.1,Enduring personality change after psychiatric illness,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F62.8,Other enduring personality changes,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F62.9,"""Enduring personality change, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F63.0,Pathological gambling,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F63.1,Pathological fire-setting [pyromania],1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F63.2,Pathological stealing [kleptomania],1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F63.3,Trichotillomania,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F63.8,Other habit and impulse disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F63.9,"""Habit and impulse disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F64.0,Transsexualism,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F64.1,Dual-role transvestism,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F64.2,Gender identity disorder of childhood,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F64.8,Other gender identity disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F64.9,"""Gender identity disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F65.0,Fetishism,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F65.1,Fetishistic transvestism,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F65.2,Exhibitionism,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F65.3,Voyeurism,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F65.4,Pedophilia,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F65.5,Sadomasochism,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F65.6,Multiple disorders of sexual preference,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F65.8,Other disorders of sexual preference,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F65.9,"""Disorder of sexual preference, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F66.0,Sexual maturation disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F66.1,Egodystonic sexual orientation,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F66.2,Sexual relationship disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F66.8,Other psychosexual development disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F66.9,"""Psychosexual development disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F68.0,Elaboration of physical symptoms for psychological reasons,1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F68.1,"""Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F60-F69,Disorders of adult personality and behavior,F68.8,Other specified disorders of adult personality and behavior,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F80.0,Specific speech articulation disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F80.1,Expressive language disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F80.2,Receptive language disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F80.3,Acquired aphasia with epilepsy [Landau-Kleffner],1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F80.8,Other developmental disorders of speech and language,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F80.9,"""Developmental disorder of speech and language, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F81.0,Specific reading disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F81.1,Specific spelling disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F81.2,Specific disorder of arithmetical skills,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F81.3,Mixed disorder of scholastic skills,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F81.8,Other developmental disorders of scholastic skills,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F81.9,"""Developmental disorder of scholastic skills, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F84.0,Childhood autism,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F84.1,Atypical autism,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F84.2,Rett's syndrome,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F84.3,Other childhood disintegrative disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F84.4,Overactive disorder associated with mental retardation and stereotyped movements,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F84.5,Asperger's syndrome,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F84.8,Other pervasive developmental disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F80-F89,Disorders of psychological development,F84.9,"""Pervasive developmental disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F90-F98,Behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F90.0,Disturbance of activity and attention,1999,0,0
F01-F99	V. Mental and behavioral disorders,F90-F98,Behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F90.1,Hyperkinetic conduct disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F90-F98,Behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F90.8,Other hyperkinetic disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F90-F98,Behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F90.9,"""Hyperkinetic disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F90-F98,Behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F91.0,Conduct disorder confined to the family context,1999,0,0
F01-F99	V. Mental and behavioral disorders,F90-F98,Behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F91.1,Unsocialized conduct disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F90-F98,Behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F91.2,Socialized conduct disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F90-F98,Behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F91.3,Oppositional defiant disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F90-F98,Behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F91.8,Other conduct disorders,1999,0,0
F01-F99	V. Mental and behavioral disorders,F90-F98,Behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F91.9,"""Conduct disorder, unspecified""",1999,0,0
F01-F99	V. Mental and behavioral disorders,F90-F98,Behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F92.0,Depressive conduct disorder,1999,0,0
F01-F99	V. Mental and behavioral disorders,F90-F98,Behavioral and emotional disorders with onset usually occurring in childhood and adolescence,F92.8,Other mixed disorders of conduct and emotions,1999,0,0
